ID,SENTENCE,judgement1,judgement2,judgement3,judgement4,judgement5,judgement6,judgement7,judgement8,judgement9,judgement10,judgement11,judgement12,judgement13,judgement14,judgement15,judgement16,judgement17,judgement18,judgement19,judgement20
951587355,Our ability to influence the outcome of events in Eastern Europe and the Soviet Union is far more marginal.,2,2,1,3,5,1,2,3,1,1,2,5,1,3,3,2,7,1,2,3
951586846,"Northeast Utilities raised its bid for Public Service Co. of New Hampshire, which is operating under Bankruptcy Code protection, to $ 2.25 billion from $ 1.85 billion.",6,2,2,7,3,3,2,3,7,1,5,3,6,5,3,1,4,4,4,6
951586539,"About one-third pay out of their own pockets, while the rest are covered throughout by Medicare, private insurers or the Veterans Administration.",2,3,1,2,2,2,3,2,3,5,2,2,3,5,3,3,2,1,3,4
951587134,"Bonds: Shearson Lehman Hutton Treasury index 3371.36, off",3,1,1,3,5,3,2,3,5,3,4,4,4,4,7,5,6,7,7,5
951587093,It was the smallest monthly increase in a year.,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1
951586888,"The banking operation had a loss of $ 8.7 million in the second quarter, largely because of problem real-estate loans, while the insurance operations earned $ 884,000.",3,6,2,3,3,2,3,5,3,4,5,2,4,3,5,4,4,5,1,4
951587169,The magazine called in Mr. Hyman as a consultant.,1,1,1,1,2,1,1,3,1,4,1,1,1,1,1,2,1,1,1,1
951587254,"China General Plastics, another Taiwanese petrochemical manufacturer, was to have a 40 % stake in Luzon Petrochemical.",5,1,5,4,4,3,3,2,3,4,1,4,5,5,2,2,5,4,2,2
951587203,"Also, Jean B. Clifton, 28, was named executive vice president, treasurer and chief financial officer.",1,1,2,1,2,2,1,3,3,2,3,2,1,2,2,3,2,1,5,2
951586844,"A year ago, the Minneapolis glass products and aluminum window maker earned $ 4 million, or 30 cents a share, on revenue of $ 114 million.",2,2,3,2,4,2,3,4,5,2,2,3,3,6,4,4,4,1,4,4
951586813,"American Pioneer, parent of American Pioneer Savings Bank, said the sale will add capital and reduce the level of investments in subsidiaries for the thrift holding company.",4,2,4,2,3,2,4,5,4,4,3,5,5,2,6,5,3,5,2,5
951586649,"And, earlier this month, he announced the sale of the reserves of Texas Oil & Gas, which was acquired three years ago and hasn't posted any significant operating profits since.",2,3,3,2,2,4,2,6,2,4,5,2,4,3,5,2,4,1,3,4
951586392,"In all, federal outlays amounted to $ 1.143 trillion in 1989, up 7.5 % from the previous year, the Treasury said.",3,2,2,2,4,2,5,4,5,5,4,3,5,3,5,5,1,6,2,2
951586640,"IBM, for instance, said it anticipates returning to a normal work schedule by the weekend at its San Jose plant, which puts out disk drives for the 3090 family of mainframes.",3,3,1,3,3,3,4,4,6,4,3,5,5,2,3,6,4,4,3,4
951586436,"Tosco Corp. jumped $ 1.125 to $ 20.125 and Chevron Corp., despite a temporary pipeline shutdown, rose $ 1 to $ 65.",2,2,2,1,4,3,3,5,5,5,4,3,5,5,2,6,3,6,2,2
951586757,"For instance, the new U.S. package makes clear there would be a transition period during which GATT members could use a combination of tariffs and quotas to cushion their farmers from foreign competition.",1,4,1,3,3,5,2,5,3,6,3,4,4,3,6,4,2,4,3,3
951586929,"Mr. Digate says his firm, Beyond Inc., has licensed technology known as Information Lens from Massachusetts Institute of Technology and plans to develop it for commercial use.",2,3,3,1,2,3,4,5,3,4,3,4,4,4,2,5,4,2,5,2
951587279,But Congress and the president accept no responsibility for the exercise of the power they have given the Fed.,1,2,1,2,1,2,2,4,3,4,2,3,1,3,3,1,3,1,2,3
951587500,"Now the wildlife refuge has been closed to the industry, possibly for years.",1,1,1,1,3,2,1,1,1,1,1,3,1,1,2,3,3,1,1,2
951586530,"The Wilmington, Mass., garment service company also boosted its quarterly dividend 20 % to three cents a share adjusted for the split.",1,2,2,1,2,7,4,4,2,3,4,4,3,5,6,2,5,2,2,4
951586684,"In a filing with the Securities and Exchange Commission, Lep Group said a possible course of action may include acquiring some or all of the Profit Systems shares it doesn't already own.",5,7,1,5,7,6,3,3,2,4,5,4,3,5,2,6,6,6,7,4
951587255,"In the Securities and Exchange Commission filings, the group has said it may seek control of Rally's.",1,1,1,2,2,4,3,1,3,2,5,3,2,1,2,2,1,6,2,3
951587275,"That includes his companion of 15 years, Johanna Lawrenson, as well as his former wife, Anita.",2,2,1,3,1,2,3,3,2,2,2,2,1,4,1,2,1,1,3,5
951587055,Lloyd's officials decline to comment on the matter.,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,7,3
951586432,"RAYCHEM CORP., Menlo Park, plastics manufacturer, annual sales $ 1 billion, no major damage and no production slowdown is anticipated.",2,3,2,2,2,2,3,1,3,5,5,3,4,3,4,6,3,3,2,7
951586494,"The company also has acquired Sundance Publishers and Distributors Inc., a family owned producer and distributor of educational materials in Littleton, Mass.",2,2,2,3,2,2,5,5,2,3,4,2,3,2,4,3,4,1,3,3
951586378,"Prior to the ruling the federal government had regulated only the telephone companies in Quebec, Ontario, British Columbia and the Northwest Territories.",1,2,1,2,2,2,3,5,3,5,2,1,4,5,5,5,1,2,3,3
951586488,"Laurance V. Allen, 44, who had been director for North America, resigned to pursue other business interests and do some consulting.",1,2,1,2,2,1,3,4,3,5,2,1,4,1,3,2,5,5,4,2
951587183,"CML, Acton, Mass., had agreed to sell the unit to Reebok for about $ 42 million.",1,2,1,1,2,2,3,5,3,5,2,1,3,5,4,5,1,2,2,2
951586762,"Other areas targeted by the survey's respondents included difficulty obtaining or maintaining public benefits (22 %), consumer fraud (15.4 %), and health-care issues (15 %).",3,3,1,2,3,4,4,5,5,6,2,2,5,6,5,4,3,2,3,4
951586460,"During the past four months, retail sales have remained generally weak, advancing an average 0.2 % a month, the agency said.",4,2,1,2,1,4,1,3,3,2,2,2,2,5,2,2,2,2,4,1
951587146,"For most field workers, it's about time.",1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1
951586908,"The average 30-day simple yield was 8.26 %, compared with 8.27 % the week before, and the 30-day compound yield slid to 8.60 % from 8.61 %.",6,3,1,2,5,4,2,4,5,6,3,5,3,3,3,5,2,3,5,3
951587516,The views expressed do not reflect the official policy of the Department of Defense.,1,2,1,1,1,1,2,3,1,2,1,1,3,2,1,1,3,1,1,1
951587480,"In his letter, Mr. Finkelstein also referred to the recent San Francisco earthquake.",1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,4,1,2,2,4
951587239,"The government, in turn, guaranteed financing to complete the order backlog and took control of the board.",2,2,2,1,4,3,2,2,1,3,1,3,1,2,3,3,1,3,3,3
951587160,"The company wouldn't elaborate, citing competitive reasons.",1,1,1,2,2,1,1,1,1,2,1,2,3,3,1,1,1,3,3,1
951586375,"Mr. Lombardo, the last of the defendants to settle the suit, agreed to pay the government the $ 250,000 within one week.",1,2,1,2,1,2,2,2,1,4,5,2,1,3,4,5,1,2,1,3
951587145,Source: Fulton Prebon (U.S.A.) Inc.,3,2,1,1,1,1,1,1,1,2,1,2,6,1,1,1,1,2,1,2
951587440,Some of the sales proceeds will go to the Design Industries Foundation for AIDS.,1,1,2,1,2,2,2,1,3,1,2,3,2,1,2,1,1,2,1,4
951586381,"Mr. Seidman, a director of Crestmont since July, is general partner of Seidman Financial Associates, which owns 9.89 % of Crestmont.",3,5,2,4,1,2,2,2,5,3,6,6,1,4,3,1,7,5,2,5
951587288,"Despite the modest gains, traders said the market remains dull, with investors remaining cautiously on the sidelines.",2,2,1,3,3,4,1,2,2,2,2,3,1,3,4,3,2,2,4,2
951587456,"The Greens from the First World wanted a morality play, not a negotiation.",1,2,1,2,3,3,4,1,5,3,4,3,3,2,2,1,1,3,2,1
951587381,"North Carolinians, New Yorkers, Californians, Chicagoans and Ohioans own Texas banks.",2,1,1,1,4,2,4,3,1,2,2,4,3,2,2,3,5,3,1,3
951587473,"In the past year, one inside director resigned, while three others retired.",2,3,1,1,1,3,2,1,2,3,1,1,3,1,2,1,4,3,1,2
951587089,The IRS hopes to fill the new positions soon.,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1
951586930,"Ford officials said they expected the two Merkurs would sell about 15,000 cars a year, and in 1988 they reached that goal, as sales hit 15,261 cars.",1,2,1,3,2,2,4,2,1,3,6,3,3,3,5,2,3,3,1,3
951587447,"Most of the evening, though, is filled with rare and welcome wit.",3,1,2,1,2,2,2,1,1,1,1,2,2,3,1,3,1,2,2,3
951586833,"Canadian Pacific, which has interests in transportation, telecommunications, forest products, energy and real estate, finally took its majority block off the market this spring.",2,5,5,1,6,3,3,3,4,4,3,5,5,2,5,2,3,2,2,7
951586710,"Valley National Corp. reported a third-quarter net loss of $ 72.2 million, or $ 3.65 a share, and suspended its quarterly dividend because of potential losses on its Arizona real estate holdings.",3,2,4,1,3,3,4,5,5,5,4,5,4,6,4,5,5,2,4,5
951587350,"Jack Davis, Dataproducts' chairman, said he hadn't yet seen the filing and couldn't comment.",1,1,1,1,2,6,3,2,1,2,2,1,2,1,2,1,1,1,1,3
951587346,"Prices of other paper makers rose sharply, although Georgia-Pacific fell $ 2.50 a share, to $ 50.875.",5,1,1,4,2,2,2,2,1,3,2,3,3,4,2,2,3,4,3,2
951586597,"The Portland, Ore., thrift, which has $ 5.2 billion of assets, had net income in last year's third quarter of $ 1.8 million, or 23 cents a share.",3,3,2,2,3,4,5,4,5,2,2,3,6,5,3,3,6,5,3,5
951586920,"The small drop in equity funds in general in the latest week may not necessarily be a good sign, said A. Michael Lipper, president of Lipper Analytical.",3,5,5,5,2,3,4,6,1,2,3,2,4,5,5,6,2,5,4,4
951586369,"American Exploration Co., offering of five million common shares, via Smith Barney, Harris Upham & Co. and Shearson Lehman Hutton Inc.",2,2,1,1,3,6,5,2,1,3,4,6,3,2,4,4,2,4,6,2
951587431,"The offering, Series 109, is backed by Freddie Mac 10 % securities.",3,5,2,3,4,4,2,4,2,4,1,6,4,5,1,6,1,2,1,2
951587276,"The 1988 figures were restated to include the results of Lorimar Telepictures Corp., which Warner acquired in January.",2,2,1,2,2,3,3,3,6,2,1,3,3,3,3,2,4,3,3,1
951587342,"In New York Stock Exchange composite trading yesterday, Analog Devices closed at $ 8.875, up 25 cents.",3,2,2,2,2,3,3,3,4,2,2,2,4,1,3,2,3,5,2,3
951586953,"The U.S., in a far-reaching plan submitted to the Geneva meeting Tuesday, proposed curbing price support subsidies within 10 years and eliminating export subsidies within five years.",2,4,1,3,3,5,2,5,5,5,3,2,5,6,2,5,5,4,5,6
951586486,"A total of 672 transactions were announced during the latest quarter, up 13 % from the year-earlier period's 597, Grimm said.",2,2,3,2,2,3,5,1,5,4,4,3,3,2,2,2,2,3,2,2
951587325,"All of the companies are units of Panhandle Eastern Corp., which acquired Texas Eastern Corp. earlier this year.",3,4,6,1,3,4,4,2,2,2,4,3,3,2,2,3,5,2,3,1
951587369,"Today's Turks in Bulgaria, in other words, deserve what is coming to them four centuries later.",1,1,3,1,3,2,2,4,1,2,2,4,3,2,2,4,3,2,3,3
951586890,"This week, the U.S. auto giant paid for 10 House of Commons members and two House of Lords members to fly to Detroit and tour its operations there.",1,4,5,3,4,3,5,5,5,3,2,4,5,1,1,4,5,5,4,4
951587291,"In New York Stock Exchange composite trading, Kimberly-Clark closed at $ 66.50 a share, up $ 1.50.",2,2,1,2,2,3,4,3,6,2,1,4,5,6,3,2,5,4,3,4
951587108,Sotheby's has been aggressively promoting the Dorrance sale.,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,3,2,2,1,1
951586451,"Mutual funds are the among the largest holders of junk, accounting for more than a quarter of the entire high-yield, high-risk market.",6,2,3,2,2,3,6,2,2,4,6,4,4,3,2,4,2,4,5,2
951587268,"In composite trading on the New York Stock Exchange, American Brands shares rose $ 1.75 to $ 73.",5,2,2,2,6,2,2,2,4,2,3,4,2,4,1,2,3,3,3,2
951586730,"In an interview a few months ago, he recalled how after some training at Salomon Brothers Inc., he successfully bid for the opportunity to sell portions of 20 U.S. corporate bond issues.",6,6,2,6,3,3,5,5,3,3,3,5,2,5,5,6,3,2,5,2
951587111,It also asked Mesa to keep the proposal confidential.,1,1,1,2,1,2,1,2,1,1,2,4,1,1,1,3,1,1,2,2
951586798,"Auto shares were mixed, as Daimler-Benz firmed 2 to 723, Bayerische Motoren Werke lost the same amount to 554, and Volkswagen inched down 1.4 to 451.6.",5,3,3,2,3,4,1,4,5,6,5,4,3,4,4,2,4,4,3,3
951587548,"Already, the stolen tickets have been used for flights all over the world.",1,1,1,1,1,1,3,2,1,1,2,2,3,1,1,1,1,4,1,1
951586800,"That coverage is provided by a syndicate of insurance companies including Fireman's Fund Corp., based in Novato, Calif., and Cigna Corp., based in Philadelphia.",3,3,3,2,4,4,4,1,3,4,3,3,2,4,5,3,1,3,3,6
951586493,"The Nasdaq 100 Index began the day at 449.89, lost 2 % at one point, and was up 0.4 % at another.",5,2,2,1,5,3,5,3,4,1,4,2,2,3,2,4,5,2,3,4
951586538,"Nevertheless, the company said that in the latest quarter there were increased material and labor costs, including a new employee profit-sharing plan.",3,6,6,1,4,4,6,3,2,2,1,3,5,5,4,4,3,2,3,6
951586763,"The company won't say how much it will save, but during at its interim location, sources say it will likely pay rent of $ 10 to $ 15 per square foot.",1,3,1,3,2,2,4,6,2,5,2,2,4,5,3,3,1,2,3,3
951586599,"For the nine months, net income rose 48 % to $ 124.2 million, or $ 1.41 a share, from $ 83.8 million, or 96 cents a share a year earlier.",6,2,4,3,7,4,3,3,5,3,3,4,4,6,2,3,5,5,5,5
951586664,"But previous sales have often been sales of shares purchased through the exercise of stock options and sold six months later, as soon as allowed, said Robert Gabele, president of Invest/Net.",6,2,5,7,3,3,2,4,3,5,4,4,5,6,1,5,5,6,2,4
951586976,"Sammye Meadows Sam Rushforth Gary Bryner Heber City, Utah",4,1,1,1,5,7,2,2,4,1,6,1,5,5,2,3,5,2,7,7
951587198,"Still, on average, the major California banks have the highest yields on CDs, according to Banxquote.",3,2,2,3,2,3,3,4,6,3,4,2,4,4,2,3,3,1,4,2
951587087,Shareholders are scheduled to vote on the transaction Nov.,2,1,2,1,1,2,2,1,2,1,2,2,3,1,1,1,1,2,1,3
951586832,"He recommended that the company file for protection under Chapter 11 of the U.S. Bankruptcy Code before the MCA deadline, according to a source familiar with the sessions.",5,6,6,7,4,2,4,6,5,6,2,3,4,5,6,3,6,4,5,5
951586701,"One advantage that federal officials have in handling earthquake relief is the large number of military facilities in the San Francisco Bay area, facilities that provide a ready base of supplies and workers.",1,3,2,4,2,5,1,3,6,1,2,5,5,1,5,5,2,4,2,3
951587062,The index uses a base of 100 in 1982.,4,1,2,1,1,2,2,1,2,2,2,2,1,4,3,1,1,5,1,1
951587155,Santa Fe also has $ 3.7 billion in debt.,1,1,1,1,1,1,2,4,1,2,1,1,2,3,1,1,1,1,2,1
951586618,"The jury will resolve the claims against McDonnell Douglas, Northwest's claim that a defect in the aircraft caused the crash, and McDonnell Douglas' claim that the plane was improperly flown.",4,4,7,2,5,5,6,2,5,3,1,4,5,5,4,5,3,2,4,7
951587202,"Mr. Iverson says there are 5,000 potential customers for the software in the Washington, D.C., area alone.",2,3,1,4,5,1,2,1,2,1,5,1,5,3,2,1,4,2,3,3
951586482,"Analysts have continually lowered their earnings estimates for the company, and their outlook, at least for the short term, is bleak.",2,3,5,1,3,5,2,3,2,1,3,3,2,2,4,5,1,5,1,6
951587035,CALL MONEY: 9 3/4 % to 10 %.,4,1,4,1,4,1,6,2,4,7,4,4,5,5,3,2,7,4,3,4
951586535,"It is projected to keep growing by a million barrels a day, or up to 2 % annually, for years to come.",2,1,2,2,3,2,2,1,2,2,3,3,3,1,3,2,4,3,1,5
951586531,"Also, Armco and National Intergroup had lower operating profit in steel, marking what may be the end of a two-year industry boom.",3,6,2,1,4,1,5,3,2,3,5,2,5,4,2,5,1,5,2,3
951586462,"Among steel shares, NKK rose 19 to 705 yen ($ 4.97) a share, and Nippon Steel gained 17 to 735.",3,2,4,2,3,4,3,3,6,2,1,3,6,5,3,3,7,4,5,3
951587316,"In New York Stock Exchange composite trading, PPG closed at $ 41 a share, down 37.5 cents.",6,6,2,2,1,5,2,2,4,2,5,1,3,1,2,5,4,2,4,4
951587335,"Warner-Lambert shares closed at $ 109.50 a share, up $ 1.50, in Big Board composite trading yesterday.",3,1,2,1,2,4,4,3,1,3,4,5,3,3,6,3,3,3,3,3
951587462,"The offering, Series 1989-84, is backed by Fannie Mae 9 % securities.",6,2,2,2,2,3,3,3,2,3,2,6,2,3,4,4,4,5,2,2
951586896,"SsangYong, which has only about 3 % of the domestic market, will sell about 18,000 of its models this year, twice as many as last year.",4,2,3,2,2,5,1,3,4,1,3,4,4,2,3,4,2,2,5,4
951587219,"In the 1988 fourth quarter, Ford had net of $ 1.16 billion, or $ 2.42 a share.",2,1,2,1,4,2,4,1,3,3,1,3,4,1,1,5,3,3,3,2
951587262,"Rhone-Poulenc, a chemical and pharmaceutical company, said RTZ Chemicals has annual sales of about $ 900 million.",2,2,2,6,1,3,3,5,2,2,4,2,5,2,2,4,3,1,2,4
951586796,"Net was $ 192.1 million, or $ 3.33 a share, compared with net of $ 293.7 million, or $ 5.13 a share, the year earlier.",6,2,2,2,3,3,5,3,4,6,2,3,2,5,5,4,6,2,5,3
951587256,"In the year-earlier period, Colgate posted net income of $ 60.2 million, or 88 cents a share.",3,2,4,4,1,2,1,2,1,6,1,4,4,2,2,5,2,3,3,2
951587229,"Charles D. Way, president of this restaurant operator, assumed the additional post of chief executive officer.",1,2,1,2,1,3,4,1,1,2,2,4,3,2,2,3,1,2,2,4
951587430,"Most of all though, the show is redeemed by the character of Mancuso.",1,2,1,2,2,2,6,2,3,1,1,2,1,2,2,1,2,4,2,4
951587043,"By 1982, he was selling thousands of tires.",1,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1
951586438,"Ingalls Shipbuilding Inc., a division of Litton Industries Inc., was given a $ 15.5 million extension on a contract for shipyard services.",3,1,2,2,3,2,2,3,4,3,3,4,3,4,3,4,3,1,5,4
951586474,"Mexico, with its desperate need for investment, and Japan, with its huge budget surplus, would seem like a perfect match.",2,3,1,2,1,2,3,3,2,4,5,2,2,3,2,3,1,3,1,5
951587282,"Shanghai Investment & Trust Co., known as Sitco, is the city's main financier for trading business.",2,1,5,5,5,3,3,3,2,4,4,3,3,5,3,4,4,5,2,1
951587460,"Golenbock, with 35 lawyers, has lost several partners during the past year.",1,1,2,1,1,1,1,3,1,3,1,1,2,2,1,3,4,1,3,1
951587197,"One of the studies, done at the University of Minnesota, tested 75 people with raised cholesterol levels.",1,2,2,1,2,2,1,2,4,2,3,3,2,3,4,3,2,1,4,3
951586528,"Mr. Gutfreund collected $ 32 million, while Billy Salomon got $ 10 million, much less than if he had conducted the sale.",2,4,1,2,2,2,3,2,1,4,2,2,5,5,1,2,2,2,3,3
951587362,"Not one thing in the house is where it is supposed to be, but the structure is fine.",1,2,2,2,1,4,1,1,1,3,1,3,3,1,2,2,1,3,2,3
951586756,"The market hovered near Friday's closing price of 328.85 for about a half hour, moving several index points higher or lower in seconds, then broke higher and didn't look back.",2,3,1,2,3,3,4,5,5,5,6,2,3,4,7,4,4,6,2,4
951587065,Source: Fulton Prebon (U.S.A.) Inc.,2,6,2,1,1,1,1,2,3,1,1,2,1,1,5,2,1,2,1,1
951587475,"The company, Mr. Renzas said, hasn't yet determined what to do.",1,2,1,1,1,2,2,1,3,2,4,1,1,1,1,2,1,1,1,3
951586480,"Gerard E. Wood, 51 years old, was elected president, chief executive officer and a director of this minerals and materials company.",1,1,1,1,4,3,2,2,1,2,4,1,2,2,1,3,2,3,4,1
951587311,"In New York Stock Exchange composite trading, Ethyl closed at $ 25.875 a share, up 12.5 cents.",6,3,1,5,1,4,2,2,2,5,2,6,5,5,1,6,1,2,3,5
951587095,"New York Stock Exchange volume swelled to 198,120,000 shares.",1,1,2,1,2,2,2,3,1,4,1,1,3,1,3,2,4,2,2,4
951586644,"The merged agency will include Della Femina McNamee based in New York, Eurocom's various agencies in France, the Belier Group in Europe and WCRS's other advertising and direct marketing operations.",1,4,3,3,2,3,3,4,5,6,2,3,6,6,5,6,2,3,3,5
951587354,"Like any other creditor, the pilots will have to apply to the court for payment of their claim.",1,1,3,1,2,2,1,3,1,4,1,4,4,2,4,2,2,1,3,2
951586973,"The board isn't proposing a slate of its own and the other four current directors don't want to serve beyond the special meeting date, Newport said.",3,5,6,3,1,4,6,4,2,2,1,4,4,5,3,4,3,2,3,5
951587088,The loan to UMNO was made in September 1983.,1,1,1,1,1,5,2,1,1,2,2,1,2,1,2,1,1,1,1,3
951587517,"Kirschner earned $ 376,000 on revenue of $ 14.5 million in the 1988 quarter.",2,2,3,1,1,4,3,1,3,3,4,3,2,1,1,2,2,2,1,2
951587028,The name of the game is to move goods.,1,1,1,1,1,1,2,6,1,1,1,1,2,1,1,1,1,1,1,1
951587066,Source: Fulton Prebon (U.S.A.) Inc.,3,1,1,1,2,3,4,1,1,4,1,6,2,2,1,3,1,1,1,2
951586886,"At IDS Financial Services, the financial planning and mutual fund unit, net rose 19 % to a record $ 47.6 million on a 33 % revenue gain.",2,6,6,2,4,5,5,4,3,3,3,5,4,6,3,5,3,3,4,4
951587272,"In composite trading on the New York Stock Exchange, Phillips Petroleum shares fell $ 1.125 to $ 23.125.",4,2,2,3,2,2,3,4,2,3,4,3,4,2,4,2,4,1,2,2
951587148,Bradley A. Stertz in Detroit contributed to this article.,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,3
951586439,"Canada's consumer price index rose a seasonally adjusted 0.2 % in September from August, Statistics Canada, a federal agency, said.",2,6,2,4,2,3,2,3,5,2,5,1,5,5,2,2,5,2,5,4
951587578,This is the 22nd year in which the Washington media company has increased dividends.,1,1,2,1,1,1,2,2,2,2,2,1,3,3,1,2,2,1,2,2
951586374,"Mr. Semel and his firm, Semel & Co., have appealed the Comex decision and the sanctions to the Commodity Futures Trading Commission.",4,2,3,1,3,4,4,4,4,3,3,3,3,4,2,5,6,3,5,2
951587106,The $ 833.6 million figures includes the new acquisitions.,1,2,1,1,1,2,3,3,2,2,2,1,1,3,3,1,2,3,1,1
951587226,"By the end of this week, Drexel should have another three to four settlements, Mr. Cohen said.",2,1,1,1,1,2,3,3,2,3,2,2,3,2,1,2,2,1,2,1
951587015,"He succeeds Everett Meyers, who resigned in May.",1,1,1,1,1,1,3,2,2,1,1,1,2,2,1,2,1,1,2,1
951586704,The magnitude of the exchange's problems may not become known for some time because of Lloyd's practice of leaving the books open for three years to allow for the settlement of claims.,1,4,1,2,2,4,5,2,2,3,4,2,3,5,4,3,3,4,1,1
951586653,"Operating profit from electrical and electronics controls, Eaton's other major business group, fell 11 % to $ 32 million, despite a 7.7 % increase in sales to $ 376 million.",5,6,1,5,3,6,3,3,4,2,6,3,6,6,5,6,2,6,2,3
951586424,"A year earlier, CMS posted profit of $ 1.1 million, or 13 cents a share, on sales of $ 48 million.",2,1,1,1,2,3,5,2,1,3,4,3,3,2,4,2,2,1,1,3
951586485,"Now, the nationwide average yield on a six-month CD is just under 8 %, and 8.5 % is about the best around.",6,2,1,4,2,2,4,2,1,4,4,3,3,5,1,2,3,4,4,4
951587539,Then the short-term debt is paid off through the proceeds of selling the assets.,2,1,2,2,3,3,1,1,3,2,3,3,5,2,2,2,5,3,1,2
951587135,"Bonds: Shearson Lehman Hutton Treasury index 3377.43, off",5,1,2,3,5,6,2,2,1,5,4,3,5,4,6,3,3,4,6,4
951586514,"Earlier this month, Mr. Iverson agreed to buy exclusive rights to a software system developed by Visher Systems Inc., Salt Lake City.",3,1,5,1,3,2,1,3,2,4,1,5,2,5,3,3,1,5,1,6
951586570,"Assets of Construction Equipment International, Houston, were sold to Essex Crane Inc., and the assets of Elgin Electronics, Erie, Pa., were sold to closely held Charter Technologies Inc.",5,5,6,6,4,5,5,7,5,2,6,6,5,2,7,5,6,6,4,1
951587138,Campeau's Ms. Sanger disputes Mr. Konheim's comments.,2,1,3,1,2,3,1,1,1,1,1,2,1,4,2,3,2,3,1,3
951586586,"AMERICAN BRANDS Inc., Old Greenwich, Conn., said it increased its quarterly 11 % to 68 cents a share from 61 cents, payable Dec. 1 to stock of record Nov. 10.",4,2,4,2,3,4,6,4,6,2,2,6,6,6,4,3,5,5,4,4
951586839,"The departures, said Alice Ruth, an analyst at Montgomery Securities in San Francisco, should enable the company to focus on business issues instead of management differences.",2,2,6,3,7,3,2,4,3,6,1,5,5,1,5,3,5,2,5,3
951587101,The index rose 1.1 % in the second quarter.,4,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,4,2
951586867,"He will succeed Joel Chaseman, who will remain a vice president of the company and continue to represent Post-Newsweek stations in several industry organizations, the company said.",1,1,3,6,2,4,2,2,1,5,2,4,2,4,5,5,2,2,3,6
951587037,CALL MONEY: 9 3/4 % to 10 %.,7,1,1,2,2,2,4,1,3,3,2,7,1,1,1,3,5,5,3,1
951586695,"So when American Brands Inc. decided to sell the unit in 1987 as part of a divestiture of its food and security industries operations, Mr. Wathen saw a chance to accomplish several objectives.",2,4,4,3,3,4,3,5,5,5,6,2,3,6,6,2,6,2,1,6
951587378,"Mercury's stock closed yesterday at $ 4.875, unchanged in composite trading on the New York Stock Exchange.",4,2,1,6,3,2,2,3,3,1,3,2,5,3,2,1,4,4,3,3
951586405,"Yesterday, Compaq plunged further, closing at $ 100 a share, off $ 8.625 a share, on volume of 2,633,700 shares.",2,3,3,2,3,4,3,3,5,2,2,5,6,5,5,2,6,3,3,4
951587364,"In New York Stock Exchange composite trading, American Home Products rose 75 cents to $ 105 on Friday.",1,2,1,2,2,3,4,2,4,2,1,4,3,4,2,1,4,2,3,2
951587208,"Dow Jones industrials 2683.20, up 39.55; transportation 1263.51, up 15.64; utilities 215.42, up 1.45.",4,2,3,1,2,2,7,6,2,4,4,7,4,4,2,4,7,6,2,7
951586954,"General equity funds fell an average of 2.35 % in the week ended Thursday, compared with a 2.32 % slide for the Standard & Poor's 500-stock index.",6,3,2,3,4,3,5,2,2,3,6,2,3,4,3,4,5,6,3,2
951586855,"The researchers, who are being financed by the Lithox funds, will receive a royalty, or percentage of sales, if their research yields a commercial product.",1,3,1,2,4,4,4,2,1,3,3,2,3,3,4,2,2,3,1,4
951586630,"He said he would contact Mr. Ross and Warner Brothers Chairman Robert Daly and that, in a conference call, the three agreed they couldn't let the producers out of their contract.",1,2,1,3,2,2,3,5,2,4,6,2,1,4,3,3,3,5,2,4
951586532,"The Thousand Oaks, Calif.-based biotechnology company reported a 97 % increase in revenue to $ 42.5 million for the quarter ended Sept. 30.",4,6,6,1,5,4,6,2,5,2,2,3,4,4,2,5,2,3,2,5
951587090,That's four times as fast as the 386.,2,1,1,2,1,1,3,1,1,1,2,1,1,2,5,1,2,2,1,2
951587140,It hasn't made merger overtures to the board.,3,3,1,1,2,1,2,2,1,1,1,2,1,5,3,1,3,4,4,2
951587337,"Last Friday, he told the staff of Ms. that the magazine in January would begin publishing without advertising.",1,1,1,1,1,4,1,3,2,2,2,1,3,2,1,3,1,2,2,1
951586498,"Until 1980, when Japan joined the $ 10,000 per capita GNP club of the advanced countries, it was a model developing nation.",2,3,3,2,2,4,4,4,6,2,2,3,5,2,4,3,3,3,5,3
951587273,"In the early 1980s, I predicted a significant acceleration in productivity growth over the rest of the decade.",1,3,1,2,2,4,5,3,5,2,1,3,3,4,1,4,2,2,3,2
951586836,"But given the few number of users, the cost to the federal government per passenger is estimated at $ 193, according to House and Senate appropriations committees.",5,3,2,2,1,3,1,3,4,2,2,2,4,3,5,2,2,3,2,1
951587161,UAL declined to comment on British Air's statement.,1,1,1,2,1,1,1,1,1,2,1,3,2,1,1,2,1,2,1,2
